,index,count,datetime_race,date_competition,competition,type,stroke,speed
1097,"(34, 4.1)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.1
330,"(34, 4.2)",15,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.2
655,"(34, 4.2)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.2
781,"(34, 4.2)",11,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.2
1090,"(34, 4.2)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.2
58,"(34, 4.3)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.3
240,"(34, 4.3)",2,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.3
311,"(34, 4.3)",36,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.3
581,"(34, 4.3)",7,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.3
780,"(34, 4.3)",11,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.3
1020,"(34, 4.3)",6,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.3
7,"(34, 4.4)",18,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.4
182,"(34, 4.4)",7,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.4
309,"(34, 4.4)",53,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.4
564,"(34, 4.4)",11,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.4
782,"(34, 4.4)",11,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.4
992,"(34, 4.4)",13,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.4
1198,"(34, 4.4)",4,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.4
46,"(34, 4.5)",5,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.5
169,"(34, 4.5)",9,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.5
312,"(34, 4.5)",30,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.5
531,"(34, 4.5)",33,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.5
761,"(34, 4.5)",22,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.5
980,"(34, 4.5)",17,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.5
1195,"(34, 4.5)",5,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.5
1353,"(34, 4.5)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.5
13,"(34, 4.6)",14,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.6
143,"(34, 4.6)",26,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.6
314,"(34, 4.6)",26,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.6
522,"(34, 4.6)",71,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.6
753,"(34, 4.6)",37,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.6
975,"(34, 4.6)",21,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.6
1190,"(34, 4.6)",6,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.6
1294,"(34, 4.6)",42,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.6
0,"(34, 4.7)",41,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.7
139,"(34, 4.7)",32,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.7
334,"(34, 4.7)",12,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.7
525,"(34, 4.7)",50,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.7
778,"(34, 4.7)",12,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.7
955,"(34, 4.7)",39,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.7
1174,"(34, 4.7)",15,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.7
1293,"(34, 4.7)",43,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.7
2,"(34, 4.8)",35,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.8
136,"(34, 4.8)",45,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.8
356,"(34, 4.8)",6,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.8
533,"(34, 4.8)",32,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.8
800,"(34, 4.8)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.8
952,"(34, 4.8)",68,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.8
1175,"(34, 4.8)",14,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.8
1295,"(34, 4.8)",32,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.8
36,"(34, 4.9)",7,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,4.9
147,"(34, 4.9)",19,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,4.9
393,"(34, 4.9)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,4.9
598,"(34, 4.9)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,4.9
968,"(34, 4.9)",27,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.9
1328,"(34, 4.9)",5,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,34,4.9
22,"(34, 5.0)",11,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,34,5.0
258,"(34, 5.0)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,5.0
387,"(34, 5.0)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.0
1079,"(34, 5.0)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,5.0
1245,"(34, 5.0)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,34,5.0
292,"(34, 5.1)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,34,5.1
477,"(34, 5.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.1
741,"(34, 5.1)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,34,5.1
1101,"(34, 5.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,34,5.1
406,"(34, 5.3)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.3
414,"(34, 5.5)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.5
380,"(34, 5.7)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.7
447,"(34, 5.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.8
458,"(34, 5.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,5.9
462,"(34, 6.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,6.1
476,"(34, 6.5)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,6.5
412,"(34, 6.6)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,6.6
392,"(34, 6.7)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,6.7
521,"(34, 7.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,7.0
503,"(34, 8.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,8.2
457,"(34, 8.7)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,8.7
465,"(34, 9.7)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,34,9.7
467,"(35, 3.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,3.1
512,"(35, 3.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,3.2
437,"(35, 3.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,3.4
391,"(35, 3.6)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,3.6
1405,"(35, 3.6)",1,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,3.6
860,"(35, 3.9)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,3.9
417,"(35, 4.0)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.0
715,"(35, 4.0)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.0
798,"(35, 4.0)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.0
368,"(35, 4.1)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.1
658,"(35, 4.1)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.1
803,"(35, 4.1)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.1
1092,"(35, 4.1)",2,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.1
374,"(35, 4.2)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.2
608,"(35, 4.2)",4,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.2
810,"(35, 4.2)",6,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.2
1013,"(35, 4.2)",7,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.2
165,"(35, 4.3)",10,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.3
333,"(35, 4.3)",13,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.3
604,"(35, 4.3)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.3
757,"(35, 4.3)",25,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.3
994,"(35, 4.3)",12,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.3
106,"(35, 4.4)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.4
144,"(35, 4.4)",22,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.4
316,"(35, 4.4)",26,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.4
566,"(35, 4.4)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.4
794,"(35, 4.4)",8,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.4
997,"(35, 4.4)",12,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.4
30,"(35, 4.5)",9,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.5
168,"(35, 4.5)",9,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.5
317,"(35, 4.5)",23,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.5
548,"(35, 4.5)",20,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.5
772,"(35, 4.5)",15,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.5
1001,"(35, 4.5)",10,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.5
1282,"(35, 4.5)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.5
1348,"(35, 4.5)",3,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.5
75,"(35, 4.6)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.6
157,"(35, 4.6)",13,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.6
328,"(35, 4.6)",17,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.6
523,"(35, 4.6)",69,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.6
755,"(35, 4.6)",27,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.6
970,"(35, 4.6)",26,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.6
1189,"(35, 4.6)",6,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.6
1297,"(35, 4.6)",27,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.6
11,"(35, 4.7)",15,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.7
141,"(35, 4.7)",28,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.7
332,"(35, 4.7)",13,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.7
527,"(35, 4.7)",44,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.7
766,"(35, 4.7)",19,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.7
958,"(35, 4.7)",38,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.7
1179,"(35, 4.7)",9,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.7
1288,"(35, 4.7)",61,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.7
6,"(35, 4.8)",20,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.8
133,"(35, 4.8)",73,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.8
347,"(35, 4.8)",8,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.8
540,"(35, 4.8)",28,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.8
830,"(35, 4.8)",4,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.8
951,"(35, 4.8)",71,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.8
1169,"(35, 4.8)",29,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.8
1291,"(35, 4.8)",45,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.8
12,"(35, 4.9)",14,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,4.9
138,"(35, 4.9)",35,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,4.9
370,"(35, 4.9)",4,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,4.9
557,"(35, 4.9)",15,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.9
948,"(35, 4.9)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,4.9
954,"(35, 4.9)",43,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.9
1229,"(35, 4.9)",2,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.9
1302,"(35, 4.9)",18,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,4.9
32,"(35, 5.0)",8,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,5.0
175,"(35, 5.0)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,5.0
460,"(35, 5.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.0
659,"(35, 5.0)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,35,5.0
1009,"(35, 5.0)",8,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,5.0
1357,"(35, 5.0)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,35,5.0
51,"(35, 5.1)",4,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,35,5.1
508,"(35, 5.1)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.1
1133,"(35, 5.1)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,35,5.1
271,"(35, 5.2)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,35,5.2
441,"(35, 5.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.2
505,"(35, 5.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.3
479,"(35, 5.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.4
514,"(35, 5.5)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.5
399,"(35, 5.8)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.8
453,"(35, 5.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,5.9
446,"(35, 6.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,6.0
483,"(35, 6.8)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,6.8
515,"(35, 6.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,6.9
519,"(35, 7.4)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,7.4
499,"(35, 8.2)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,35,8.2
379,"(36, 3.8)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,3.8
445,"(36, 3.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,3.9
836,"(36, 3.9)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,3.9
801,"(36, 4.0)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.0
806,"(36, 4.1)",7,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.1
1061,"(36, 4.1)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.1
1253,"(36, 4.1)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.1
395,"(36, 4.2)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.2
645,"(36, 4.2)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.2
872,"(36, 4.2)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.2
988,"(36, 4.2)",14,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.2
1233,"(36, 4.2)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.2
100,"(36, 4.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.3
221,"(36, 4.3)",3,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.3
439,"(36, 4.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.3
595,"(36, 4.3)",5,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.3
775,"(36, 4.3)",14,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.3
982,"(36, 4.3)",17,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.3
151,"(36, 4.4)",16,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.4
337,"(36, 4.4)",12,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.4
633,"(36, 4.4)",3,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.4
759,"(36, 4.4)",23,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.4
1010,"(36, 4.4)",8,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.4
53,"(36, 4.5)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.5
191,"(36, 4.5)",5,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.5
325,"(36, 4.5)",18,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.5
571,"(36, 4.5)",10,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.5
878,"(36, 4.5)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.5
984,"(36, 4.5)",17,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.5
1205,"(36, 4.5)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.5
1358,"(36, 4.5)",2,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.5
64,"(36, 4.6)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.6
199,"(36, 4.6)",4,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.6
318,"(36, 4.6)",22,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.6
536,"(36, 4.6)",31,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.6
796,"(36, 4.6)",8,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.6
973,"(36, 4.6)",23,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.6
1208,"(36, 4.6)",3,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.6
1300,"(36, 4.6)",24,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.6
15,"(36, 4.7)",13,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.7
174,"(36, 4.7)",8,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.7
323,"(36, 4.7)",18,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.7
541,"(36, 4.7)",26,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.7
776,"(36, 4.7)",13,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.7
967,"(36, 4.7)",27,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.7
1178,"(36, 4.7)",9,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.7
1292,"(36, 4.7)",44,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.7
26,"(36, 4.8)",10,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.8
135,"(36, 4.8)",46,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.8
358,"(36, 4.8)",5,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.8
532,"(36, 4.8)",33,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.8
795,"(36, 4.8)",8,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.8
950,"(36, 4.8)",83,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.8
1168,"(36, 4.8)",33,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.8
1290,"(36, 4.8)",48,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.8
60,"(36, 4.9)",3,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,4.9
134,"(36, 4.9)",46,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,4.9
390,"(36, 4.9)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,4.9
549,"(36, 4.9)",19,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.9
819,"(36, 4.9)",5,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,4.9
956,"(36, 4.9)",38,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.9
1194,"(36, 4.9)",5,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.9
1304,"(36, 4.9)",16,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,4.9
68,"(36, 5.0)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,5.0
164,"(36, 5.0)",10,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,5.0
463,"(36, 5.0)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,5.0
666,"(36, 5.0)",2,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,5.0
843,"(36, 5.0)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,5.0
1005,"(36, 5.0)",9,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,5.0
1321,"(36, 5.0)",6,2019-09-01,2019-09-01,2019 World Rowing Championships,Без ветра,36,5.0
47,"(36, 5.1)",5,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,5.1
196,"(36, 5.1)",5,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,5.1
416,"(36, 5.1)",2,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,5.1
745,"(36, 5.1)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,5.1
1060,"(36, 5.1)",3,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,5.1
72,"(36, 5.2)",2,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,36,5.2
268,"(36, 5.2)",1,2019-08-29,2019-09-01,2019 World Rowing Championships,Попутный ветер,36,5.2
735,"(36, 5.2)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,36,5.2
440,"(36, 5.3)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,5.3
1104,"(36, 5.3)",1,2019-08-28,2019-09-01,2019 World Rowing Championships,Без ветра,36,5.3
475,"(36, 5.6)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,36,5.6
96,"(37, 1.5)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,1.5
422,"(37, 3.9)",1,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,3.9
941,"(37, 4.0)",1,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.0
850,"(37, 4.1)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.1
868,"(37, 4.2)",2,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.2
1246,"(37, 4.2)",1,2019-08-30,2019-09-01,2019 World Rowing Championships,Без ветра,37,4.2
120,"(37, 4.3)",1,2019-05-10,2019-05-12,2019 World Rowing Cup I,Попутный ветер,37,4.3
383,"(37, 4.3)",3,2019-07-12,2019-07-14,2019 World Rowing Cup III,Встречный ветер,37,4.3
740,"(37, 4.3)",1,2019-08-25,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.3
837,"(37, 4.3)",3,2019-08-26,2019-09-01,2019 World Rowing Championships,Встречный ветер,37,4.3
